symbol,rebalance_date,COMBO_CASH_REV
000547,2018-04-04,-0.3064600817951607
600696,2018-04-04,-1.1508783788006964
000818,2018-04-10,-0.10905009100054788
002313,2018-04-10,0.25094824510321356
002536,2018-04-10,0.29823843150600104
300282,2018-04-10,-0.5125216065254825
600705,2018-04-10,-1.33457550158594
603369,2018-04-10,1.0703321129611418
000691,2018-04-11,-0.9195729572680749
000739,2018-04-11,0.4903435062638675
300114,2018-04-11,-0.7737018248485904
600114,2018-04-11,-0.15222901925156293
600961,2018-04-11,-0.35442631454153817
603788,2018-04-11,0.08498838130960652
000555,2018-04-12,0.639261940021372
002653,2018-04-12,1.2563209030171048
600400,2018-04-12,0.02841757606653912
600567,2018-04-12,0.5441339777337181
600829,2018-04-12,-0.6395347773385036
603636,2018-04-12,-0.5208523021372906
000959,2018-04-13,-0.20166161578759478
002009,2018-04-13,0.7056596211304729
300014,2018-04-13,-0.5690679146586901
300368,2018-04-13,0.33215823305238995
300375,2018-04-13,-0.17551895001636975
600422,2018-04-13,4.755267089031679
600722,2018-04-13,-0.5106098850052434
600789,2018-04-13,2.605913739029501
600965,2018-04-13,0.11433716502092485
603025,2018-04-13,0.23966882211711418
603199,2018-04-13,-0.769947590759135
000613,2018-04-14,-0.4661425949082352
000848,2018-04-14,0.9241650971756229
000948,2018-04-14,0.43103321024483043
000971,2018-04-14,-1.594534636941285
002189,2018-04-14,0.23994092536998268
002278,2018-04-14,0.6572692575235385
002350,2018-04-14,0.8907434372389496
002521,2018-04-14,-1.5698627744920257
300036,2018-04-14,-0.5143153923446756
300401,2018-04-14,1.510243996250746
601678,2018-04-14,-0.3608347257417581
000505,2018-04-16,0.10642185813448822
000809,2018-04-16,-0.25908781489173993
002117,2018-04-16,-0.2097918863693114
002286,2018-04-16,-0.12696929805040544
002349,2018-04-16,-0.5464819737498201
300322,2018-04-16,0.129785400789874
600664,2018-04-16,-0.14010410477881355
000068,2018-04-17,0.2167060448246772
000430,2018-04-17,-0.10995795967785173
000546,2018-04-17,0.4890038330775299
000656,2018-04-17,0.6118669251698898
000779,2018-04-17,-0.10876552122922112
000810,2018-04-17,-0.5332773460837883
000830,2018-04-17,0.07163619869205787
002168,2018-04-17,4.754280345917641
002240,2018-04-17,0.1263156610107321
002267,2018-04-17,1.3772837227593429
002294,2018-04-17,-0.14466422981897584
002417,2018-04-17,-0.05106348891168529
002465,2018-04-17,0.22757439865632462
002571,2018-04-17,-0.583661453503892
002572,2018-04-17,-1.0364071812257514
300059,2018-04-17,0.5194536734876151
300080,2018-04-17,-0.42506762672381654
300125,2018-04-17,0.2340070940094246
300190,2018-04-17,0.061429856566543276
300223,2018-04-17,-0.6486399648531356
300258,2018-04-17,-0.2878269652965235
300273,2018-04-17,-0.5719355152054498
300328,2018-04-17,-0.33061707410493824
300379,2018-04-17,0.030796318852395102
600337,2018-04-17,-0.6674565856533206
600366,2018-04-17,-0.3493338824474745
600510,2018-04-17,1.0313820063619925
600535,2018-04-17,2.0972511271570347
600710,2018-04-17,-0.7606049429036544
601311,2018-04-17,-0.00017967721784328816
603021,2018-04-17,0.21756875996973515
000404,2018-04-18,0.5570940185413882
000521,2018-04-18,-0.907239924884861
000600,2018-04-18,1.5771287983087663
000798,2018-04-18,-0.3996982739161309
002085,2018-04-18,-0.0593345831529863
002116,2018-04-18,0.36098750848150296
002129,2018-04-18,0.2854670058713402
002157,2018-04-18,0.11639342353649595
002391,2018-04-18,0.010747449442186335
002469,2018-04-18,0.26946168982389995
002667,2018-04-18,-0.28703046978189317
002691,2018-04-18,0.4757535209457494
002741,2018-04-18,0.38881119125155017
300037,2018-04-18,0.2001858260446442
300041,2018-04-18,-0.22178593096450783
300193,2018-04-18,-0.4732184636267224
300264,2018-04-18,-0.3569666212706532
300285,2018-04-18,-0.49116866753880406
300304,2018-04-18,-0.7938681690534423
300348,2018-04-18,-0.17020411424043685
600282,2018-04-18,-0.2741852881696566
600328,2018-04-18,0.15724561858350766
600420,2018-04-18,-0.14750482989576688
600438,2018-04-18,0.08954142360777329
600683,2018-04-18,4.239070404467189
600785,2018-04-18,1.2437698789203084
600824,2018-04-18,0.08043931376400087
601636,2018-04-18,-0.7199558099409588
603518,2018-04-18,4.422476637455181
000514,2018-04-19,-1.0841899448840309
000619,2018-04-19,-0.43144155439245824
000705,2018-04-19,0.6076604438875445
000791,2018-04-19,1.499688886419901
000898,2018-04-19,-0.47000849381729176
002400,2018-04-19,0.5508126665126469
002449,2018-04-19,-0.24612699905943922
300020,2018-04-19,0.46253070996094015
300087,2018-04-19,-0.3547375652345854
300164,2018-04-19,1.0123862718868502
600148,2018-04-19,0.22474960753731296
600192,2018-04-19,-0.6002713874635908
600444,2018-04-19,-0.12483246276874847
000049,2018-04-20,0.3746027980493186
000050,2018-04-20,1.206208358824804
000059,2018-04-20,0.05309182749031821
000062,2018-04-20,-0.34835786259301926
000401,2018-04-20,-0.3745680594338138
000544,2018-04-20,0.3018740051932332
000688,2018-04-20,-0.006590005560248857
000709,2018-04-20,-0.5511968829319939
000715,2018-04-20,0.30034520834097084
000718,2018-04-20,-0.034916107301188326
000720,2018-04-20,-0.3935116730560001
000756,2018-04-20,-0.2647567625248714
000761,2018-04-20,-0.5194356933691917
000790,2018-04-20,0.5374465681775261
000825,2018-04-20,-0.2718098482306317
000906,2018-04-20,0.14968232197724812
000908,2018-04-20,1.343067643458226
000985,2018-04-20,-0.0012028444669778676
002043,2018-04-20,-1.4412483662429836
002118,2018-04-20,0.07859898399942242
002139,2018-04-20,-0.37555845113123765
002145,2018-04-20,-0.38424927842811385
002165,2018-04-20,0.751220835640661
002195,2018-04-20,-0.4768621917700352
002196,2018-04-20,-0.37470102142167816
002208,2018-04-20,-0.17349407477601198
002245,2018-04-20,-0.7620278660150894
002258,2018-04-20,0.8141704054879576
002275,2018-04-20,1.430810059961473
002327,2018-04-20,0.02279278542156868
002338,2018-04-20,-0.042572264705023705
002386,2018-04-20,-0.2144780438937898
002408,2018-04-20,-0.3316283238239547
002431,2018-04-20,-0.11183174261615915
002497,2018-04-20,-0.08848644483380728
002503,2018-04-20,0.10266530621409518
002550,2018-04-20,0.04208095282019819
002575,2018-04-20,0.009202946697675643
002579,2018-04-20,-0.7565879933884752
002670,2018-04-20,-0.5852610509644203
002706,2018-04-20,-0.2540258025653947
002714,2018-04-20,-0.9163182524660411
002747,2018-04-20,-0.0071495209246455055
300024,2018-04-20,0.05770618718218358
300026,2018-04-20,0.35703946543249354
300039,2018-04-20,0.5118714224979971
300101,2018-04-20,0.556828515059981
300119,2018-04-20,0.30590846373665354
300162,2018-04-20,-0.6537304846369484
300170,2018-04-20,-0.08090792297754851
300245,2018-04-20,-0.15954673611449188
300280,2018-04-20,0.22412408399708217
300302,2018-04-20,0.35200862391892224
300321,2018-04-20,-0.03560794096540584
300351,2018-04-20,-0.08463593357578666
300415,2018-04-20,-0.33211679252674375
600080,2018-04-20,-0.5704703771544971
600097,2018-04-20,-0.8567672632792191
600108,2018-04-20,0.7149576355815097
600288,2018-04-20,-0.015974044841198368
600298,2018-04-20,0.6502825445014819
600335,2018-04-20,-0.33689978084543126
600367,2018-04-20,-0.20273594525196742
600378,2018-04-20,0.21003058941132569
600419,2018-04-20,-0.7060498297262757
600426,2018-04-20,0.7386645754701405
600456,2018-04-20,0.3939476016568374
600493,2018-04-20,-0.10595209598958791
600618,2018-04-20,-0.31537285283191574
600621,2018-04-20,-0.1766576186464531
600636,2018-04-20,-1.4978390221638231
600675,2018-04-20,-0.4442389464111052
600681,2018-04-20,0.8813504963955752
600733,2018-04-20,-0.466927533724965
600774,2018-04-20,0.7437598291186758
600808,2018-04-20,-0.29893588341004956
600866,2018-04-20,1.2901411353680832
600882,2018-04-20,-0.5345534195070879
600890,2018-04-20,-0.6064375247515
600981,2018-04-20,-0.0541941937314455
600982,2018-04-20,-0.4723374388042084
600986,2018-04-20,0.9043039620697388
601168,2018-04-20,0.022157186908253003
601933,2018-04-20,1.4171895524079987
603601,2018-04-20,-0.08781429814187217
603678,2018-04-20,-0.20148049002932203
000005,2018-04-21,0.6577997473993626
000037,2018-04-21,-0.3666483978316588
000056,2018-04-21,1.309182227948065
000503,2018-04-21,-0.654995273957161
000530,2018-04-21,-0.2991493017218592
000559,2018-04-21,-0.15900697048886062
000576,2018-04-21,-0.14072091644683282
000708,2018-04-21,0.009640224334388658
000722,2018-04-21,-0.2541713028716976
000751,2018-04-21,0.10278452358877777
000753,2018-04-21,-0.7891441498985621
000788,2018-04-21,-0.08947324285930766
000813,2018-04-21,0.4012958054293175
000828,2018-04-21,-0.14931785605908354
000926,2018-04-21,-0.18542032036942158
